order_graphql_id,order_id,order_name,created_at,created_at_melbourne,created_date_melbourne,processed_at,processed_at_melbourne,processed_date_melbourne,updated_at,cancelled_at,cancel_reason,test,confirmed,closed,edited,fully_paid,source_name,registered_source_url,attribution_handle,attribution_display_name,app_id,app_name,financial_status,fulfillment_status,payment_gateway_names,currency,presentment_currency,subtotal_line_items_quantity,return_status,shipping_country_code,line_item_count,current_subtotal_shop_amount,current_subtotal_shop_currency,current_subtotal_presentment_amount,current_subtotal_presentment_currency,current_total_discounts_shop_amount,current_total_discounts_shop_currency,current_total_discounts_presentment_amount,current_total_discounts_presentment_currency,current_total_tax_shop_amount,current_total_tax_shop_currency,current_total_tax_presentment_amount,current_total_tax_presentment_currency,current_shipping_price_shop_amount,current_shipping_price_shop_currency,current_shipping_price_presentment_amount,current_shipping_price_presentment_currency,current_total_shop_amount,current_total_shop_currency,current_total_presentment_amount,current_total_presentment_currency,total_received_shop_amount,total_received_shop_currency,total_received_presentment_amount,total_received_presentment_currency,total_refunded_shop_amount,total_refunded_shop_currency,total_refunded_presentment_amount,total_refunded_presentment_currency
gid://shopify/Order/6612489994379,6612489994379,STE138383,2026-07-03T17:52:08Z,2026-07-04T03:52:08+10:00,2026-07-04,2026-07-03T17:52:03Z,2026-07-04T03:52:03+10:00,2026-07-04,2026-07-07T02:57:43Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,NZD,1,NO_RETURN,NZ,1,146.63,AUD,178.2,NZD,16.29,AUD,19.8,NZD,21.8,AUD,26.5,NZD,20.57,AUD,25.0,NZD,167.2,AUD,203.2,NZD,167.2,AUD,203.2,NZD,0.0,AUD,0.0,NZD
gid://shopify/Order/6612932067467,6612932067467,STE138384,2026-07-03T23:00:49Z,2026-07-04T09:00:49+10:00,2026-07-04,2026-07-03T23:00:47Z,2026-07-04T09:00:47+10:00,2026-07-04,2026-07-15T13:53:59Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,2,NO_RETURN,AU,2,198.0,AUD,198.0,AUD,0.0,AUD,0.0,AUD,19.09,AUD,19.09,AUD,12.0,AUD,12.0,AUD,210.0,AUD,210.0,AUD,210.0,AUD,210.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613035810955,6613035810955,STE138385,2026-07-04T00:42:47Z,2026-07-04T10:42:47+10:00,2026-07-04,2026-07-04T00:42:40Z,2026-07-04T10:42:40+10:00,2026-07-04,2026-07-13T05:22:21Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,233.1,AUD,233.1,AUD,25.9,AUD,25.9,AUD,22.1,AUD,22.1,AUD,10.0,AUD,10.0,AUD,243.1,AUD,243.1,AUD,243.1,AUD,243.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613169733771,6613169733771,STE138386,2026-07-04T03:02:46Z,2026-07-04T13:02:46+10:00,2026-07-04,2026-07-04T03:02:41Z,2026-07-04T13:02:41+10:00,2026-07-04,2026-07-15T06:56:39Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613183299723,6613183299723,STE138387,2026-07-04T03:16:58Z,2026-07-04T13:16:58+10:00,2026-07-04,2026-07-04T03:16:54Z,2026-07-04T13:16:54+10:00,2026-07-04,2026-07-09T22:48:53Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,118.0,AUD,118.0,AUD,0.0,AUD,0.0,AUD,11.63,AUD,11.63,AUD,10.0,AUD,10.0,AUD,128.0,AUD,128.0,AUD,128.0,AUD,128.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613302050955,6613302050955,STE138388,2026-07-04T04:45:39Z,2026-07-04T14:45:39+10:00,2026-07-04,2026-07-04T04:45:35Z,2026-07-04T14:45:35+10:00,2026-07-04,2026-07-09T00:50:20Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613306081419,6613306081419,STE138389,2026-07-04T04:50:03Z,2026-07-04T14:50:03+10:00,2026-07-04,2026-07-04T04:49:59Z,2026-07-04T14:49:59+10:00,2026-07-04,2026-07-06T07:07:33Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD,28.81,AUD,28.81,AUD,0.0,AUD,0.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613307490443,6613307490443,STE138390,2026-07-04T04:51:37Z,2026-07-04T14:51:37+10:00,2026-07-04,2026-07-04T04:51:36Z,2026-07-04T14:51:36+10:00,2026-07-04,2026-07-15T16:57:55Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,gift_card,AUD,AUD,1,RETURNED,AU,1,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.91,AUD,0.91,AUD,10.0,AUD,10.0,AUD,10.0,AUD,10.0,AUD,162.1,AUD,162.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613438038155,6613438038155,STE138391,2026-07-04T05:49:03Z,2026-07-04T15:49:03+10:00,2026-07-04,2026-07-04T05:49:01Z,2026-07-04T15:49:01+10:00,2026-07-04,2026-07-09T02:22:09Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,178.0,AUD,178.0,AUD,0.0,AUD,0.0,AUD,17.09,AUD,17.09,AUD,10.0,AUD,10.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613468971147,6613468971147,STE138392,2026-07-04T06:25:54Z,2026-07-04T16:25:54+10:00,2026-07-04,2026-07-04T06:25:50Z,2026-07-04T16:25:50+10:00,2026-07-04,2026-07-10T05:10:59Z,,,False,True,True,False,True,3890849,,shop-72,Shop,gid://shopify/App/3890849,Shop,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613517303947,6613517303947,STE138393,2026-07-04T07:15:11Z,2026-07-04T17:15:11+10:00,2026-07-04,2026-07-04T07:15:06Z,2026-07-04T17:15:06+10:00,2026-07-04,2026-07-10T03:41:06Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,89.0,AUD,89.0,AUD,0.0,AUD,0.0,AUD,9.0,AUD,9.0,AUD,10.0,AUD,10.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613657419915,6613657419915,STE138394,2026-07-04T09:56:53Z,2026-07-04T19:56:53+10:00,2026-07-04,2026-07-04T09:56:52Z,2026-07-04T19:56:52+10:00,2026-07-04,2026-07-17T08:19:59Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,RETURNED,AU,2,268.0,AUD,268.0,AUD,0.0,AUD,0.0,AUD,24.36,AUD,24.36,AUD,0.0,AUD,0.0,AUD,268.0,AUD,268.0,AUD,268.0,AUD,268.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613663711371,6613663711371,STE138395,2026-07-04T10:05:22Z,2026-07-04T20:05:22+10:00,2026-07-04,2026-07-04T10:05:21Z,2026-07-04T20:05:21+10:00,2026-07-04,2026-07-07T23:41:42Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,89.0,AUD,89.0,AUD,0.0,AUD,0.0,AUD,9.0,AUD,9.0,AUD,10.0,AUD,10.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613730132107,6613730132107,STE138396,2026-07-04T11:20:46Z,2026-07-04T21:20:46+10:00,2026-07-04,2026-07-04T11:20:41Z,2026-07-04T21:20:41+10:00,2026-07-04,2026-07-08T12:36:41Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,233.1,AUD,233.1,AUD,25.9,AUD,25.9,AUD,22.28,AUD,22.28,AUD,12.0,AUD,12.0,AUD,245.1,AUD,245.1,AUD,245.1,AUD,245.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6613807923339,6613807923339,STE138397,2026-07-04T12:28:33Z,2026-07-04T22:28:33+10:00,2026-07-04,2026-07-04T12:28:28Z,2026-07-04T22:28:28+10:00,2026-07-04,2026-07-07T23:38:39Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD,28.82,AUD,28.82,AUD,0.0,AUD,0.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,317.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614751608971,6614751608971,STE138398,2026-07-04T22:43:58Z,2026-07-05T08:43:58+10:00,2026-07-05,2026-07-04T22:43:53Z,2026-07-05T08:43:53+10:00,2026-07-05,2026-07-08T02:51:35Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD,16.45,AUD,16.45,AUD,12.0,AUD,12.0,AUD,181.0,AUD,181.0,AUD,181.0,AUD,181.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614888513675,6614888513675,STE138399,2026-07-05T00:49:26Z,2026-07-05T10:49:26+10:00,2026-07-05,2026-07-05T00:49:21Z,2026-07-05T10:49:21+10:00,2026-07-05,2026-07-07T23:38:01Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,NZD,1,NO_RETURN,NZ,1,146.62,AUD,178.2,NZD,16.29,AUD,19.8,NZD,21.8,AUD,26.5,NZD,20.57,AUD,25.0,NZD,167.19,AUD,203.2,NZD,167.19,AUD,203.2,NZD,0.0,AUD,0.0,NZD
gid://shopify/Order/6614928982155,6614928982155,STE138400,2026-07-05T01:34:19Z,2026-07-05T11:34:19+10:00,2026-07-05,2026-07-05T01:34:16Z,2026-07-05T11:34:16+10:00,2026-07-05,2026-07-15T13:28:53Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,287.0,AUD,287.0,AUD,0.0,AUD,0.0,AUD,26.09,AUD,26.09,AUD,0.0,AUD,0.0,AUD,287.0,AUD,287.0,AUD,287.0,AUD,287.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614934749323,6614934749323,STE138401,2026-07-05T01:40:16Z,2026-07-05T11:40:16+10:00,2026-07-05,2026-07-05T01:40:13Z,2026-07-05T11:40:13+10:00,2026-07-05,2026-07-08T16:37:16Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,USD,1,NO_RETURN,US,1,273.8,AUD,190.0,USD,0.0,AUD,0.0,USD,0.0,AUD,0.0,USD,38.91,AUD,27.0,USD,363.09,AUD,251.96,USD,363.08,AUD,251.96,USD,0.0,AUD,0.0,USD
gid://shopify/Order/6614935994507,6614935994507,STE138402,2026-07-05T01:41:18Z,2026-07-05T11:41:18+10:00,2026-07-05,2026-07-05T01:41:13Z,2026-07-05T11:41:13+10:00,2026-07-05,2026-07-09T01:04:06Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,248.0,AUD,248.0,AUD,0.0,AUD,0.0,AUD,23.63,AUD,23.63,AUD,12.0,AUD,12.0,AUD,260.0,AUD,260.0,AUD,260.0,AUD,260.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614944186507,6614944186507,STE138403,2026-07-05T01:50:01Z,2026-07-05T11:50:01+10:00,2026-07-05,2026-07-05T01:49:57Z,2026-07-05T11:49:57+10:00,2026-07-05,2026-07-10T00:42:59Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,24.64,AUD,24.64,AUD,12.0,AUD,12.0,AUD,271.0,AUD,271.0,AUD,271.0,AUD,271.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614977577099,6614977577099,STE138404,2026-07-05T02:27:38Z,2026-07-05T12:27:38+10:00,2026-07-05,2026-07-05T02:27:34Z,2026-07-05T12:27:34+10:00,2026-07-05,2026-07-09T01:30:06Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,149.0,AUD,149.0,AUD,0.0,AUD,0.0,AUD,14.46,AUD,14.46,AUD,10.0,AUD,10.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6614989897867,6614989897867,STE138405,2026-07-05T02:40:53Z,2026-07-05T12:40:53+10:00,2026-07-05,2026-07-05T02:40:49Z,2026-07-05T12:40:49+10:00,2026-07-05,2026-07-16T01:56:51Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD,15.36,AUD,15.36,AUD,10.0,AUD,10.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615001137291,6615001137291,STE138406,2026-07-05T02:52:00Z,2026-07-05T12:52:00+10:00,2026-07-05,2026-07-05T02:51:56Z,2026-07-05T12:51:56+10:00,2026-07-05,2026-07-09T03:32:45Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,178.0,AUD,178.0,AUD,0.0,AUD,0.0,AUD,17.09,AUD,17.09,AUD,10.0,AUD,10.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615076995211,6615076995211,STE138407,2026-07-05T04:12:10Z,2026-07-05T14:12:10+10:00,2026-07-05,2026-07-05T04:12:09Z,2026-07-05T14:12:09+10:00,2026-07-05,2026-07-10T00:12:22Z,,,False,True,False,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,PARTIALLY_FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,168.0,AUD,168.0,AUD,0.0,AUD,0.0,AUD,16.18,AUD,16.18,AUD,10.0,AUD,10.0,AUD,178.0,AUD,178.0,AUD,178.0,AUD,178.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615254302859,6615254302859,STE138408,2026-07-05T05:43:00Z,2026-07-05T15:43:00+10:00,2026-07-05,2026-07-05T05:42:59Z,2026-07-05T15:42:59+10:00,2026-07-05,2026-07-09T03:22:21Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,199.0,AUD,199.0,AUD,0.0,AUD,0.0,AUD,19.18,AUD,19.18,AUD,12.0,AUD,12.0,AUD,211.0,AUD,211.0,AUD,211.0,AUD,211.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615320985739,6615320985739,STE138409,2026-07-05T07:07:05Z,2026-07-05T17:07:05+10:00,2026-07-05,2026-07-05T07:07:03Z,2026-07-05T17:07:03+10:00,2026-07-05,2026-07-08T05:03:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,2,NO_RETURN,AU,2,228.0,AUD,228.0,AUD,0.0,AUD,0.0,AUD,21.81,AUD,21.81,AUD,12.0,AUD,12.0,AUD,240.0,AUD,240.0,AUD,240.0,AUD,240.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615347855499,6615347855499,STE138410,2026-07-05T07:27:33Z,2026-07-05T17:27:33+10:00,2026-07-05,2026-07-05T07:27:29Z,2026-07-05T17:27:29+10:00,2026-07-05,2026-07-09T02:36:49Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD,15.36,AUD,15.36,AUD,10.0,AUD,10.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615427973259,6615427973259,STE138411,2026-07-05T08:47:25Z,2026-07-05T18:47:25+10:00,2026-07-05,2026-07-05T08:47:21Z,2026-07-05T18:47:21+10:00,2026-07-05,2026-07-08T03:16:27Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,219.0,AUD,219.0,AUD,0.0,AUD,0.0,AUD,20.82,AUD,20.82,AUD,10.0,AUD,10.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,229.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615443538059,6615443538059,STE138412,2026-07-05T09:08:19Z,2026-07-05T19:08:19+10:00,2026-07-05,2026-07-05T09:08:15Z,2026-07-05T19:08:15+10:00,2026-07-05,2026-07-08T00:55:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,241.2,AUD,241.2,AUD,26.8,AUD,26.8,AUD,23.02,AUD,23.02,AUD,12.0,AUD,12.0,AUD,253.2,AUD,253.2,AUD,253.2,AUD,253.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615454253195,6615454253195,STE138413,2026-07-05T09:22:01Z,2026-07-05T19:22:01+10:00,2026-07-05,2026-07-05T09:22:00Z,2026-07-05T19:22:00+10:00,2026-07-05,2026-07-07T02:40:48Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,179.1,AUD,179.1,AUD,19.9,AUD,19.9,AUD,17.37,AUD,17.37,AUD,12.0,AUD,12.0,AUD,191.1,AUD,191.1,AUD,191.1,AUD,191.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615479877771,6615479877771,STE138414,2026-07-05T09:56:53Z,2026-07-05T19:56:53+10:00,2026-07-05,2026-07-05T09:56:49Z,2026-07-05T19:56:49+10:00,2026-07-05,2026-07-08T02:52:40Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615491870859,6615491870859,STE138415,2026-07-05T10:13:16Z,2026-07-05T20:13:16+10:00,2026-07-05,2026-07-05T10:13:12Z,2026-07-05T20:13:12+10:00,2026-07-05,2026-07-07T00:51:01Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD,16.27,AUD,16.27,AUD,10.0,AUD,10.0,AUD,179.0,AUD,179.0,AUD,179.0,AUD,179.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615536599179,6615536599179,STE138416,2026-07-05T11:08:28Z,2026-07-05T21:08:28+10:00,2026-07-05,2026-07-05T11:08:26Z,2026-07-05T21:08:26+10:00,2026-07-05,2026-07-08T03:12:50Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD,8.09,AUD,8.09,AUD,10.0,AUD,10.0,AUD,89.0,AUD,89.0,AUD,89.0,AUD,89.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615536664715,6615536664715,STE138417,2026-07-05T11:08:46Z,2026-07-05T21:08:46+10:00,2026-07-05,2026-07-05T11:08:41Z,2026-07-05T21:08:41+10:00,2026-07-05,2026-07-07T06:09:24Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,219.0,AUD,219.0,AUD,0.0,AUD,0.0,AUD,21.0,AUD,21.0,AUD,12.0,AUD,12.0,AUD,231.0,AUD,231.0,AUD,231.0,AUD,231.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615574118539,6615574118539,STE138418,2026-07-05T11:50:21Z,2026-07-05T21:50:21+10:00,2026-07-05,2026-07-05T11:50:17Z,2026-07-05T21:50:17+10:00,2026-07-05,2026-07-10T01:58:24Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,199.0,AUD,199.0,AUD,0.0,AUD,0.0,AUD,19.0,AUD,19.0,AUD,10.0,AUD,10.0,AUD,209.0,AUD,209.0,AUD,209.0,AUD,209.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615596269707,6615596269707,STE138419,2026-07-05T12:11:53Z,2026-07-05T22:11:53+10:00,2026-07-05,2026-07-05T12:11:49Z,2026-07-05T22:11:49+10:00,2026-07-05,2026-07-07T01:16:40Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615616782475,6615616782475,STE138420,2026-07-05T12:29:39Z,2026-07-05T22:29:39+10:00,2026-07-05,2026-07-05T12:29:35Z,2026-07-05T22:29:35+10:00,2026-07-05,2026-07-16T20:05:45Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,RETURNED,AU,2,466.2,AUD,466.2,AUD,51.8,AUD,51.8,AUD,42.38,AUD,42.38,AUD,0.0,AUD,0.0,AUD,466.2,AUD,466.2,AUD,466.2,AUD,466.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615618322571,6615618322571,STE138421,2026-07-05T12:30:52Z,2026-07-05T22:30:52+10:00,2026-07-05,2026-07-05T12:30:48Z,2026-07-05T22:30:48+10:00,2026-07-05,2026-07-08T05:43:14Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.36,AUD,7.36,AUD,12.0,AUD,12.0,AUD,81.0,AUD,81.0,AUD,81.0,AUD,81.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615635493003,6615635493003,STE138422,2026-07-05T12:46:30Z,2026-07-05T22:46:30+10:00,2026-07-05,2026-07-05T12:46:28Z,2026-07-05T22:46:28+10:00,2026-07-05,2026-07-09T10:21:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,412.2,AUD,412.2,AUD,45.8,AUD,45.8,AUD,37.47,AUD,37.47,AUD,0.0,AUD,0.0,AUD,412.2,AUD,412.2,AUD,412.2,AUD,412.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615656562827,6615656562827,STE138423,2026-07-05T13:03:24Z,2026-07-05T23:03:24+10:00,2026-07-05,2026-07-05T13:03:21Z,2026-07-05T23:03:21+10:00,2026-07-05,2026-07-08T23:53:55Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,208.0,AUD,208.0,AUD,0.0,AUD,0.0,AUD,19.82,AUD,19.82,AUD,10.0,AUD,10.0,AUD,218.0,AUD,218.0,AUD,218.0,AUD,218.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6615719280779,6615719280779,STE138424,2026-07-05T13:40:17Z,2026-07-05T23:40:17+10:00,2026-07-05,2026-07-05T13:40:16Z,2026-07-05T23:40:16+10:00,2026-07-05,2026-07-07T03:14:32Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,149.0,AUD,149.0,AUD,0.0,AUD,0.0,AUD,14.46,AUD,14.46,AUD,10.0,AUD,10.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD
