order_graphql_id,order_id,order_name,created_at,created_at_melbourne,created_date_melbourne,processed_at,processed_at_melbourne,processed_date_melbourne,updated_at,cancelled_at,cancel_reason,test,confirmed,closed,edited,fully_paid,source_name,registered_source_url,attribution_handle,attribution_display_name,app_id,app_name,financial_status,fulfillment_status,payment_gateway_names,currency,presentment_currency,subtotal_line_items_quantity,return_status,shipping_country_code,line_item_count,current_subtotal_shop_amount,current_subtotal_shop_currency,current_subtotal_presentment_amount,current_subtotal_presentment_currency,current_total_discounts_shop_amount,current_total_discounts_shop_currency,current_total_discounts_presentment_amount,current_total_discounts_presentment_currency,current_total_tax_shop_amount,current_total_tax_shop_currency,current_total_tax_presentment_amount,current_total_tax_presentment_currency,current_shipping_price_shop_amount,current_shipping_price_shop_currency,current_shipping_price_presentment_amount,current_shipping_price_presentment_currency,current_total_shop_amount,current_total_shop_currency,current_total_presentment_amount,current_total_presentment_currency,total_received_shop_amount,total_received_shop_currency,total_received_presentment_amount,total_received_presentment_currency,total_refunded_shop_amount,total_refunded_shop_currency,total_refunded_presentment_amount,total_refunded_presentment_currency
gid://shopify/Order/6608900685963,6608900685963,STE138341,2026-07-01T20:56:40Z,2026-07-02T06:56:40+10:00,2026-07-02,2026-07-01T20:56:38Z,2026-07-02T06:56:38+10:00,2026-07-02,2026-07-03T04:43:44Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,248.0,AUD,248.0,AUD,0.0,AUD,0.0,AUD,23.45,AUD,23.45,AUD,10.0,AUD,10.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6608917725323,6608917725323,STE138342,2026-07-01T21:08:19Z,2026-07-02T07:08:19+10:00,2026-07-02,2026-07-01T21:08:15Z,2026-07-02T07:08:15+10:00,2026-07-02,2026-07-06T02:03:45Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,258.0,AUD,258.0,AUD,0.0,AUD,0.0,AUD,23.45,AUD,23.45,AUD,0.0,AUD,0.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609032446091,6609032446091,STE138343,2026-07-01T22:34:48Z,2026-07-02T08:34:48+10:00,2026-07-02,2026-07-01T22:34:46Z,2026-07-02T08:34:46+10:00,2026-07-02,2026-07-03T01:08:19Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,1,NO_RETURN,AU,1,119.0,AUD,119.0,AUD,0.0,AUD,0.0,AUD,11.91,AUD,11.91,AUD,12.0,AUD,12.0,AUD,131.0,AUD,131.0,AUD,131.0,AUD,131.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609108500619,6609108500619,STE138344,2026-07-01T23:39:43Z,2026-07-02T09:39:43+10:00,2026-07-02,2026-07-01T23:39:39Z,2026-07-02T09:39:39+10:00,2026-07-02,2026-07-06T01:16:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,208.0,AUD,208.0,AUD,0.0,AUD,0.0,AUD,19.82,AUD,19.82,AUD,10.0,AUD,10.0,AUD,218.0,AUD,218.0,AUD,218.0,AUD,218.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609113022603,6609113022603,STE138345,2026-07-01T23:43:40Z,2026-07-02T09:43:40+10:00,2026-07-02,2026-07-01T23:43:39Z,2026-07-02T09:43:39+10:00,2026-07-02,2026-07-10T02:01:04Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,1,NO_RETURN,AU,1,179.1,AUD,179.1,AUD,19.9,AUD,19.9,AUD,17.19,AUD,17.19,AUD,10.0,AUD,10.0,AUD,189.1,AUD,189.1,AUD,189.1,AUD,189.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609166893195,6609166893195,STE138346,2026-07-02T00:32:53Z,2026-07-02T10:32:53+10:00,2026-07-02,2026-07-02T00:32:52Z,2026-07-02T10:32:52+10:00,2026-07-02,2026-07-03T01:01:05Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,233.1,AUD,233.1,AUD,25.9,AUD,25.9,AUD,22.28,AUD,22.28,AUD,12.0,AUD,12.0,AUD,245.1,AUD,245.1,AUD,245.1,AUD,245.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609191829643,6609191829643,STE138347,2026-07-02T00:54:54Z,2026-07-02T10:54:54+10:00,2026-07-02,2026-07-02T00:54:52Z,2026-07-02T10:54:52+10:00,2026-07-02,2026-07-03T04:20:21Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,1,NO_RETURN,AU,1,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD,15.36,AUD,15.36,AUD,10.0,AUD,10.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609241112715,6609241112715,STE138348,2026-07-02T01:38:45Z,2026-07-02T11:38:45+10:00,2026-07-02,2026-07-02T01:38:42Z,2026-07-02T11:38:42+10:00,2026-07-02,2026-07-07T04:27:01Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609333649547,6609333649547,STE138349,2026-07-02T03:05:27Z,2026-07-02T13:05:27+10:00,2026-07-02,2026-07-02T03:05:27Z,2026-07-02T13:05:27+10:00,2026-07-02,2026-07-06T01:57:44Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609335353483,6609335353483,STE138350,2026-07-02T03:07:09Z,2026-07-02T13:07:09+10:00,2026-07-02,2026-07-02T03:07:09Z,2026-07-02T13:07:09+10:00,2026-07-02,2026-07-07T06:42:38Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609336565899,6609336565899,STE138351,2026-07-02T03:08:27Z,2026-07-02T13:08:27+10:00,2026-07-02,2026-07-02T03:08:27Z,2026-07-02T13:08:27+10:00,2026-07-02,2026-07-06T03:05:00Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609337155723,6609337155723,STE138352,2026-07-02T03:09:02Z,2026-07-02T13:09:02+10:00,2026-07-02,2026-07-02T03:08:58Z,2026-07-02T13:08:58+10:00,2026-07-02,2026-07-06T01:42:09Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,178.0,AUD,178.0,AUD,0.0,AUD,0.0,AUD,17.09,AUD,17.09,AUD,10.0,AUD,10.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,188.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609339252875,6609339252875,STE138353,2026-07-02T03:11:09Z,2026-07-02T13:11:09+10:00,2026-07-02,2026-07-02T03:11:08Z,2026-07-02T13:11:08+10:00,2026-07-02,2026-07-07T06:29:38Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609389748363,6609389748363,STE138354,2026-07-02T04:02:10Z,2026-07-02T14:02:10+10:00,2026-07-02,2026-07-02T04:02:05Z,2026-07-02T14:02:05+10:00,2026-07-02,2026-07-03T06:06:11Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,4,NO_RETURN,AU,4,486.0,AUD,486.0,AUD,0.0,AUD,0.0,AUD,44.18,AUD,44.18,AUD,0.0,AUD,0.0,AUD,486.0,AUD,486.0,AUD,486.0,AUD,486.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609409704075,6609409704075,STE138355,2026-07-02T04:16:58Z,2026-07-02T14:16:58+10:00,2026-07-02,2026-07-02T04:16:54Z,2026-07-02T14:16:54+10:00,2026-07-02,2026-07-07T00:26:13Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,158.0,AUD,158.0,AUD,0.0,AUD,0.0,AUD,15.27,AUD,15.27,AUD,10.0,AUD,10.0,AUD,168.0,AUD,168.0,AUD,168.0,AUD,168.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609416716427,6609416716427,STE138356,2026-07-02T04:24:23Z,2026-07-02T14:24:23+10:00,2026-07-02,2026-07-02T04:24:19Z,2026-07-02T14:24:19+10:00,2026-07-02,2026-07-09T03:17:39Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,89.0,AUD,89.0,AUD,0.0,AUD,0.0,AUD,9.0,AUD,9.0,AUD,10.0,AUD,10.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,99.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609602347147,6609602347147,STE138357,2026-07-02T05:30:26Z,2026-07-02T15:30:26+10:00,2026-07-02,2026-07-02T05:30:22Z,2026-07-02T15:30:22+10:00,2026-07-02,2026-07-09T03:19:57Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,267.0,AUD,267.0,AUD,0.0,AUD,0.0,AUD,24.26,AUD,24.26,AUD,0.0,AUD,0.0,AUD,267.0,AUD,267.0,AUD,267.0,AUD,267.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609694523531,6609694523531,STE138358,2026-07-02T07:06:53Z,2026-07-02T17:06:53+10:00,2026-07-02,2026-07-02T07:06:49Z,2026-07-02T17:06:49+10:00,2026-07-02,2026-07-09T10:08:50Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,CHF,2,NO_RETURN,CH,2,547.29,AUD,305.0,CHF,0.0,AUD,0.0,CHF,43.95,AUD,24.49,CHF,39.48,AUD,22.0,CHF,586.77,AUD,327.0,CHF,586.77,AUD,327.0,CHF,0.0,AUD,0.0,CHF
gid://shopify/Order/6609717756043,6609717756043,STE138359,2026-07-02T07:23:09Z,2026-07-02T17:23:09+10:00,2026-07-02,2026-07-02T07:23:06Z,2026-07-02T17:23:06+10:00,2026-07-02,2026-07-08T00:53:53Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609742528651,6609742528651,STE138360,2026-07-02T07:54:12Z,2026-07-02T17:54:12+10:00,2026-07-02,2026-07-02T07:54:07Z,2026-07-02T17:54:07+10:00,2026-07-02,2026-07-03T06:06:20Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,129.0,AUD,129.0,AUD,0.0,AUD,0.0,AUD,12.82,AUD,12.82,AUD,12.0,AUD,12.0,AUD,141.0,AUD,141.0,AUD,141.0,AUD,141.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609773527179,6609773527179,STE138361,2026-07-02T08:09:35Z,2026-07-02T18:09:35+10:00,2026-07-02,2026-07-02T08:09:34Z,2026-07-02T18:09:34+10:00,2026-07-02,2026-07-20T03:58:51Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,2,NO_RETURN,AU,2,188.0,AUD,188.0,AUD,0.0,AUD,0.0,AUD,18.0,AUD,18.0,AUD,10.0,AUD,10.0,AUD,198.0,AUD,198.0,AUD,198.0,AUD,198.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6609925406859,6609925406859,STE138362,2026-07-02T10:58:37Z,2026-07-02T20:58:37+10:00,2026-07-02,2026-07-02T10:58:33Z,2026-07-02T20:58:33+10:00,2026-07-02,2026-07-06T00:29:30Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,99.0,AUD,99.0,AUD,0.0,AUD,0.0,AUD,9.91,AUD,9.91,AUD,10.0,AUD,10.0,AUD,109.0,AUD,109.0,AUD,109.0,AUD,109.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610030690443,6610030690443,STE138363,2026-07-02T12:20:50Z,2026-07-02T22:20:50+10:00,2026-07-02,2026-07-02T12:20:49Z,2026-07-02T22:20:49+10:00,2026-07-02,2026-07-06T02:42:51Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610062016651,6610062016651,STE138364,2026-07-02T12:47:42Z,2026-07-02T22:47:42+10:00,2026-07-02,2026-07-02T12:47:40Z,2026-07-02T22:47:40+10:00,2026-07-02,2026-07-16T23:09:11Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,gift_card,AUD,AUD,1,NO_RETURN,AU,1,149.0,AUD,149.0,AUD,0.0,AUD,0.0,AUD,14.46,AUD,14.46,AUD,10.0,AUD,10.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,159.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610078892171,6610078892171,STE138365,2026-07-02T13:00:20Z,2026-07-02T23:00:20+10:00,2026-07-02,2026-07-02T13:00:19Z,2026-07-02T23:00:19+10:00,2026-07-02,2026-07-07T00:27:26Z,,,False,True,False,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,PARTIALLY_FULFILLED,Airwallex Afterpay|gift_card,AUD,AUD,2,NO_RETURN,AU,2,148.0,AUD,148.0,AUD,0.0,AUD,0.0,AUD,14.36,AUD,14.36,AUD,10.0,AUD,10.0,AUD,158.0,AUD,158.0,AUD,158.0,AUD,158.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610119131275,6610119131275,STE138366,2026-07-02T13:10:57Z,2026-07-02T23:10:57+10:00,2026-07-02,2026-07-02T13:10:54Z,2026-07-02T23:10:54+10:00,2026-07-02,2026-07-03T06:06:30Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,2,NO_RETURN,AU,2,418.0,AUD,418.0,AUD,0.0,AUD,0.0,AUD,38.0,AUD,38.0,AUD,0.0,AUD,0.0,AUD,418.0,AUD,418.0,AUD,418.0,AUD,418.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610262163595,6610262163595,STE138367,2026-07-02T14:28:50Z,2026-07-03T00:28:50+10:00,2026-07-03,2026-07-02T14:28:50Z,2026-07-03T00:28:50+10:00,2026-07-03,2026-07-03T06:06:32Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,manual,AUD,AUD,2,NO_RETURN,AU,2,258.0,AUD,258.0,AUD,0.0,AUD,0.0,AUD,23.45,AUD,23.45,AUD,0.0,AUD,0.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,258.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610299879563,6610299879563,STE138368,2026-07-02T14:55:36Z,2026-07-03T00:55:36+10:00,2026-07-03,2026-07-02T14:55:34Z,2026-07-03T00:55:34+10:00,2026-07-03,2026-07-06T05:03:03Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,3,NO_RETURN,AU,3,207.0,AUD,207.0,AUD,0.0,AUD,0.0,AUD,19.72,AUD,19.72,AUD,10.0,AUD,10.0,AUD,217.0,AUD,217.0,AUD,217.0,AUD,217.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6610901074059,6610901074059,STE138369,2026-07-02T20:52:20Z,2026-07-03T06:52:20+10:00,2026-07-03,2026-07-02T20:52:15Z,2026-07-03T06:52:15+10:00,2026-07-03,2026-07-06T03:44:48Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,143.1,AUD,143.1,AUD,15.9,AUD,15.9,AUD,13.92,AUD,13.92,AUD,10.0,AUD,10.0,AUD,153.1,AUD,153.1,AUD,153.1,AUD,153.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611021168779,6611021168779,STE138370,2026-07-02T22:25:02Z,2026-07-03T08:25:02+10:00,2026-07-03,2026-07-02T22:25:01Z,2026-07-03T08:25:01+10:00,2026-07-03,2026-07-12T05:53:45Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,paypal,AUD,AUD,2,NO_RETURN,AU,2,176.1,AUD,176.1,AUD,11.9,AUD,11.9,AUD,16.92,AUD,16.92,AUD,10.0,AUD,10.0,AUD,186.1,AUD,186.1,AUD,186.1,AUD,186.1,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611142344843,6611142344843,STE138371,2026-07-03T00:16:59Z,2026-07-03T10:16:59+10:00,2026-07-03,2026-07-03T00:16:54Z,2026-07-03T10:16:54+10:00,2026-07-03,2026-07-06T03:55:20Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,69.0,AUD,69.0,AUD,0.0,AUD,0.0,AUD,7.18,AUD,7.18,AUD,10.0,AUD,10.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,79.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611258507403,6611258507403,STE138372,2026-07-03T02:12:18Z,2026-07-03T12:12:18+10:00,2026-07-03,2026-07-03T02:12:17Z,2026-07-03T12:12:17+10:00,2026-07-03,2026-07-07T02:59:27Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,241.2,AUD,241.2,AUD,26.8,AUD,26.8,AUD,22.84,AUD,22.84,AUD,10.0,AUD,10.0,AUD,251.2,AUD,251.2,AUD,251.2,AUD,251.2,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611266142347,6611266142347,STE138373,2026-07-03T02:20:03Z,2026-07-03T12:20:03+10:00,2026-07-03,2026-07-03T02:19:58Z,2026-07-03T12:19:58+10:00,2026-07-03,2026-07-06T07:07:07Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,NO_RETURN,AU,1,169.0,AUD,169.0,AUD,0.0,AUD,0.0,AUD,16.45,AUD,16.45,AUD,12.0,AUD,12.0,AUD,181.0,AUD,181.0,AUD,181.0,AUD,181.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611266928779,6611266928779,STE138374,2026-07-03T02:20:47Z,2026-07-03T12:20:47+10:00,2026-07-03,2026-07-03T02:20:46Z,2026-07-03T12:20:46+10:00,2026-07-03,2026-07-08T05:45:26Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611269091467,6611269091467,STE138375,2026-07-03T02:22:59Z,2026-07-03T12:22:59+10:00,2026-07-03,2026-07-03T02:22:59Z,2026-07-03T12:22:59+10:00,2026-07-03,2026-07-06T07:07:10Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611270467723,6611270467723,STE138376,2026-07-03T02:24:46Z,2026-07-03T12:24:46+10:00,2026-07-03,2026-07-03T02:24:45Z,2026-07-03T12:24:45+10:00,2026-07-03,2026-07-15T08:34:34Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611272073355,6611272073355,STE138377,2026-07-03T02:26:16Z,2026-07-03T12:26:16+10:00,2026-07-03,2026-07-03T02:26:16Z,2026-07-03T12:26:16+10:00,2026-07-03,2026-07-09T04:39:00Z,,,False,True,True,False,True,shopify_draft_order,,shopify-draft-orders,Draft Orders,gid://shopify/App/1354745,Draft Orders,PAID,FULFILLED,,AUD,AUD,1,NO_RETURN,AU,1,0.0,AUD,0.0,AUD,259.0,AUD,259.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611428442251,6611428442251,STE138378,2026-07-03T04:41:50Z,2026-07-03T14:41:50+10:00,2026-07-03,2026-07-03T04:41:48Z,2026-07-03T14:41:48+10:00,2026-07-03,2026-07-15T12:33:48Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,2,NO_RETURN,AU,2,268.0,AUD,268.0,AUD,0.0,AUD,0.0,AUD,24.36,AUD,24.36,AUD,0.0,AUD,0.0,AUD,268.0,AUD,268.0,AUD,268.0,AUD,268.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611438862475,6611438862475,STE138379,2026-07-03T04:50:18Z,2026-07-03T14:50:18+10:00,2026-07-03,2026-07-03T04:50:17Z,2026-07-03T14:50:17+10:00,2026-07-03,2026-07-06T07:07:17Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,3,NO_RETURN,AU,3,277.0,AUD,277.0,AUD,0.0,AUD,0.0,AUD,26.26,AUD,26.26,AUD,12.0,AUD,12.0,AUD,289.0,AUD,289.0,AUD,289.0,AUD,289.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611564757131,6611564757131,STE138380,2026-07-03T05:38:30Z,2026-07-03T15:38:30+10:00,2026-07-03,2026-07-03T05:38:26Z,2026-07-03T15:38:26+10:00,2026-07-03,2026-07-06T07:07:19Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,3,NO_RETURN,AU,3,267.0,AUD,267.0,AUD,0.0,AUD,0.0,AUD,24.27,AUD,24.27,AUD,0.0,AUD,0.0,AUD,267.0,AUD,267.0,AUD,267.0,AUD,267.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611826638987,6611826638987,STE138381,2026-07-03T10:41:45Z,2026-07-03T20:41:45+10:00,2026-07-03,2026-07-03T10:41:43Z,2026-07-03T20:41:43+10:00,2026-07-03,2026-07-09T23:47:47Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,Airwallex Afterpay,AUD,AUD,1,NO_RETURN,AU,1,89.0,AUD,89.0,AUD,0.0,AUD,0.0,AUD,9.18,AUD,9.18,AUD,12.0,AUD,12.0,AUD,101.0,AUD,101.0,AUD,101.0,AUD,101.0,AUD,0.0,AUD,0.0,AUD
gid://shopify/Order/6611955712139,6611955712139,STE138382,2026-07-03T12:47:06Z,2026-07-03T22:47:06+10:00,2026-07-03,2026-07-03T12:47:01Z,2026-07-03T22:47:01+10:00,2026-07-03,2026-07-11T17:14:12Z,,,False,True,True,False,True,web,,web,Online Store,gid://shopify/App/580111,Online Store,PAID,FULFILLED,shopify_payments,AUD,AUD,1,RETURNED,AU,1,233.1,AUD,233.1,AUD,25.9,AUD,25.9,AUD,22.1,AUD,22.1,AUD,10.0,AUD,10.0,AUD,243.1,AUD,243.1,AUD,243.1,AUD,243.1,AUD,0.0,AUD,0.0,AUD
